start	end	text
880	3220	I'm just going to keep recording here.
3560	8000	Okay, yeah, so maybe we can go through a little bit faster, even though...
8000	10320	Okay, Acontea coccolettia, I think all the...
10320	12640	This is a very distinctive moth.
12800	17500	All the records are here, and they're all correctly recorded.
18000	23940	And I think it feeds on something in the Malvesi family, but I'm not sure.
24080	26020	Wagner told me, and I promptly forgot.
26020	31760	But if you want to know Wagner, Wagner suspects what the food plant is.
32120	33480	May, no, I don't know.
34160	35900	You're taking notes, right?
36040	37400	So I don't need to do that, okay.
38240	43180	Acrobasis tricholorella at Cold Canyon seems to be mainly on Toyon,
43300	45180	but I don't have Toyon in my neighborhood.
46640	50760	But it's somewhat common throughout the years,
51020	53620	and more common some years than others.
56020	58460	I don't know what it's feeding on my yard.
58700	61300	I have a birch tree, and I think maybe that,
61500	63900	but Toyon's in the Rosaceae family,
64100	66800	so it could be something in the Rosaceae family.
66960	69500	I don't know enough about its life history,
69700	71580	but you could probably look it up.
71680	74580	There is a Mona fascicle that includes this,
74700	79780	so it would be there, in which case it's probably also online.
79780	84260	Adelphagrotus indeterminata,
84380	87040	I think some of the early specimens
87040	92560	were erroneously recorded as Per-Abogrotus.
96560	104340	Per-Abogrotus formalis and Adelphagrotus indeterminata
104340	106920	both have a black collar.
107820	109360	The pronotum is black.
113160	116780	So early years are suspect.
117320	117600	Okay.
117820	122680	But once I started recording them as separate species,
122680	125120	the Abogrotus were all lumped together
125120	128600	because it got, we were calling it one thing,
128680	131240	and it got split into several species.
132540	134100	And once I learned how to,
134380	136580	then they started to be identified correctly.
136880	138060	And about the same time,
138120	142220	I recognized indeterminata as separate from Per-Abogrotus.
143520	145420	So the early years are suspect.
145420	150700	All the records are late in the year for Adelphagrotus.
151020	153180	So any early records are wrong.
155920	159680	Aglasa caprealis is a pantry moth.
159900	162160	So it's sometimes a pest of stored products.
162700	165700	And I think it's the only species we have here in Davis,
165940	170240	but there is another Aglasa that looks very much like it.
170240	173900	So potentially it's two species,
174120	175400	but I think it's all one.
176000	178340	It looks like it dropped off at the end here.
180120	183000	Like someone treated their pantry moths or something?
183140	183820	I can't say,
183980	187640	except maybe it's because I've been better
187640	190800	about sweeping up my patio
190800	192840	over which I hang my sheet.
193180	193680	Got it.
196680	197360	Okay.
200240	205160	Pantry moths don't tend to be collected outdoors as much.
205400	206640	Yeah, we might want to strike that one
206640	207380	just from the record,
207520	209900	like just strike it out of the data set
209900	211460	because it's not an outdoor dwelling moth.
211780	212000	Okay.
212260	214540	But we get an Aglasa at Cold Canyon,
214940	217160	which is somewhat similar,
217300	219000	but I don't think it's the same moth.
219240	219560	Okay.
224560	227880	Agryphala anseps flies only late in the year
227880	232600	and it feeds on native grasses, I believe.
233540	234900	I think it's a sod moth.
235600	238500	And I haven't seen it the last couple of years.
240160	244780	But Greg's been reporting it from East Davis,
245000	246800	although this year he only reported
246800	250300	one of the other Agryphala attenuatus.
250520	252780	Same life history for attenuatus.
252780	255640	And it's disappeared the last couple of years too.
255640	259540	And that may be due to
259540	263280	some of what the city's doing,
263440	266780	you know, and landscaping and so forth,
266900	270340	plus developing to the north.
270440	271360	I have no idea.
271460	272240	All speculation.
273720	276380	Agryphala is a black cutworm
276380	279060	pest species.
283060	285660	I think it's fairly,
286220	289240	I get it every year and throughout the year,
