start	end	text
0	5300	time to time. Spodoptera, see, Spodoptera was still the most common
5300	8620	to a metrida by yard this year, but it was down in numbers.
8940	11120	Do you think that it's native?
16920	19000	But again, that's...
21740	28000	Pyralis farinalis is a stored...
28000	37860	It's the grain moth, the egg grain moth, or something like that. Farina. Farina is what, some kind of boiled wheat product or something.
38140	39560	A porridge type thing.
39680	47840	It's a cereal anyway. So I think this feeds on cereals, and it has quite a range of sizes,
49840	56460	and I've never seen it in my house, and I guess people have found it infesting stored grains,
56460	65320	but maybe mostly sile, and silage or something, but it shows up in my yard at almost any time of the year, and
66320	69020	never in great numbers.
69020	81260	And I thought it'd been kind of consistently inconsistent, but you show that your model suggests that it's declining, which could be true.
81260	91840	You know, a lot of these stored products bests may exploit compost, too.
91980	102900	So if people are composting, that's a possibility, I'll say, augmenting their population.
102900	104340	Oh, that one, yeah.
104340	111760	Pyrasta californicalis feeds on various mints and flies both during the day and at night.
111760	126740	So this is a tiny moth with bright yellow-orange hindwings, and you'll often see it, say, around rosemary during the day.
127060	130280	Or if you have any blooming mint plant during the day, you'll see.
130280	144000	So I thought that maybe what we were saying is, if I turn the light on early, ones that were active during the day, when it gets dark, go to the light.
144460	151980	But it's clear that some of them are flying well after sunset.
151980	160100	So I think it's just one of these species that's both diurnally and nocturnally active.
162380	163140	Pyrasta lataclavia.
163500	166520	Powell told me that this is an introduced species.
167800	170540	So I don't know that I ever got it at Cold Cannon.
170920	173980	And it has two very different forms.
174140	180220	One is very attractive, yellow and red.
180220	188500	And the other one is kind of a muddy, chestnut color with some marked markings.
189080	192800	And I think they're seasonal, but I'm not certain.
193100	201820	And the one that's kind of muddy looking is very similar to a moth that is very common at Cold Cannon.
201980	203100	Pyrasta.
204080	204560	Moran Alice?
205080	206400	Moran Alice, yeah.
206400	216380	And I've recorded Moran Alice from my yard now, but I'm not 100% certain that my identifications of these are correct.
216380	230160	And these were treated in one of the first Moth of North America monographs, but the photographs and the descriptive material are not.
231460	233440	So do you think this is really showing up here?
233980	236820	Oh, this is lataclavia we're talking about now.
237680	238060	Oh, okay.
238060	238520	Got it.
238580	242480	But Volupialis is also an introduced species.
243760	249800	And the thinking is that these are being spread around on nursery stock.
249800	261060	And, you know, one of the places I like to buy plants from is, what do they call it, Morning Sun Herb Farm.
261780	262560	Do you know the place?
263240	268220	It's down on, what's the road?
268460	272460	The road that comes out at Solano Park, Pleasance Valley Road.
273280	274160	I don't know this place.
274320	275340	Oh, yeah, yeah, yeah.
275340	276020	Yeah, okay.
276920	281060	So there's that park, you know, where people.
282700	290280	I went there to buy plants and, you know, she says, well, what are the moths eating our mints?
290280	295580	Because originally they were an herb farm, you know, they sold herbs.
296080	300540	They also grow ornamentals, mostly jolt-oled plants.
300540	303840	So I said, well, there's a number of them.
304760	307700	And I made her a little kit to show what they look like.
