start	end	text
0	8640	beginning, but here we go. So we left off at Diagramia Nepensis. I'm sorry, which one? Diagramia
8640	15900	Nepensis. So were we on Cold Canyon or were we on Davis? We're still doing Davis. I was looking
15900	22280	through Cold Canyon and you were simultaneously looking at the... Oh yeah. Oh. So do I have those?
22380	27440	Yes, I do. That's right. Well, you can have Cold Canyon then like we were doing before. Okay, yeah.
27440	35740	And if you want to go back and go through the species we skipped over now, we could do
35740	41060	it now or we could do it after we finish. Let's do it after. Yeah. So we can just keep going
41060	47120	the way we were because we were making good progress. Okay, that makes sense. There was
47120	56040	a monograph on Diagramia and I think I told you the date of that, but if you go to the
56040	64180	Moth Photographers Group, many times there is a link or a list of references you consult.
64340	70160	Okay. So on many species that I don't know about, you can look on Moth Photographers Group
70160	74160	and it'll direct you to a reference that might give you information that you'll find useful.
74160	77460	I'm hoping Sandy comes in today. I've brought in the Turkish cookbook.
77460	89700	You also would be able to confirm or refute some of the things that my failing memory might have gotten wrong.
89700	97460	So we're at Diagramia and Nepenza. And you were making notes on this, the electronic version, right?
97460	106460	Yeah. Okay. And the reason I mention that is because there's a monograph on Diagramia. In it, the known hosts are reported.
106460	122460	Nepenza is in a group of conifer feeding Diagramia. And as you know, there's no native conifers in the valley, so it's feeding on ornamentals, most likely.
122460	131460	And we have ornamental pines in my neighborhood, plus other people of various conifers in the neighborhood.
131460	135460	So all Diagramia are non-native?
135460	148460	No, Nepenza specifically. One of these is on Lotus. I don't remember. One's on Willow. They're on various hosts.
148460	159460	And whether they're specific or not really depends on what's been reported.
159460	171460	So you have to consider that everything is subject to further information.
171460	176460	And unfortunately, you know, Powell didn't publish most of his rearing records.
176460	187460	He reared, he says in that in a peanut paper that he had 12,000 larval collections at the time he published that.
187460	188460	Wow.
188460	198460	So there's a lot of data that he didn't report when Gaden Robinson was compiling his database.
198460	203460	Nepenza's feeds on conifers. That seems to be pretty clear.
203460	213460	But the species in the Nepenza's group of species, the conifer feeding ones, are variable and they're very difficult to identify.
213460	217460	And apparently the genitalia are not diagnostic.
217460	228460	And whether DNA can separate the species or not, I can't tell from reading the Mona Fasca.
228460	230460	So which are the ones that are hard to identify?
230460	234460	Digramia Nepenza's we're talking about now. The conifer feeding one.
234460	238460	And that's the only one that feeds on conifers?
238460	239460	Yes.
239460	240460	Okay.
240460	257460	And Greg and Folker Heinrich, who's, you know, collects in this area, they have listed more species in this group than I have.
257460	271460	But Folker's not comfortable with his identification because he's not content with the work that was done in the fascicle.
271460	274460	I could go on about that, but I won't.
274460	279460	Ectomyelois serotonii was an invasive species.
279460	289460	And I think it first showed up a year, I think Greg got one specimen a year before I got my first specimen.
289460	293460	Then we had a couple of years when I got around 20 or so.
293460	298460	And then it's been declining in numbers since then.
298460	302460	One of the common names is the locust beam moth.
302460	305460	So I guess it feeds on locust.
305460	309460	Another one is the carob moth.
309460	318460	So it was known from Florida and then Southern California before it turned up here.
318460	326460	And it took me several years to identify it and I finally found it in a paper on Chinese moths.
326460	329460	And I said, oh, that's our moth.
329460	338460	But it was in the literature, but I didn't think we had it here because it was only known from Florida and Southern California at the time.
338460	340460	So it might have moved north.
340460	344460	The last year or two, I haven't gotten it, so.
344460	345460	Okay.
345460	349460	Greg, though, has reported it, but he could be wrong.
351460	354460	I need to see many of his moths in order to come.
354460	359460	He's coming in later today, actually, with things he collected this year.
359460	366460	Amelina monodactyla is a pterophorid that feeds on morning glory.
366460	372460	It's quite variable, quite common.
372460	378460	Pterophorids in general do not seem to be strongly attracted to light.
378460	385460	So you don't get them unless you're somewhere near a host plant.
385460	391460	They don't seem to stray very far either, but they get around nonetheless.
395460	404460	The Festia Cuniella, I think, has a common name and I think it's a somewhat polyphagous.
404460	416460	You know, all these categories we have for journalists, specialists, monophagous, polyphagous,
416460	423460	I think they're trying to pigeonhole things that are more complicated than simple categories.
423460	432460	And I haven't detected it in recent years, so this is one that seems to come and go.
432460	434460	A Festia Cuniella, you mean?
434460	435460	Yeah.
435460	437460	It looks like you did, right?
437460	439460	Well, I don't know.
439460	440460	Oh, I'm sorry.
440460	442460	Yeah, maybe ones or zeros.
442460	444460	I don't know.
444460	447460	But some years it's more common than others.
447460	457460	And I think I get it more frequently at Cold Cannon than I do at Davis.
457460	460460	All of these Fisotines are difficult to identify.
460460	470460	They're all, most of them are gray and white, gray, black, and white.
470460	472460	Some have some brown.
472460	474460	But they're all kind of drab.
474460	478460	They're different kind of size categories of all of them.
478460	484460	You can break them into two separate groups on the basis of wing venation without doing dissection.
484460	487460	And that kind of narrows your search down.
487460	495460	But, you know, one of the species that I identified just yesterday is new to this area.
495460	501460	But a nearly identical species was reported by Bill Patterson at Quail Ridge.
501460	506460	So I need to check to see if those are correctly identified now.
506460	508460	Mm-hmm.
508460	515460	The Fisotines, Gilbastatella, I think it's called the false raisin moth or something like that.
515460	518460	I think it's a scavenger.
518460	528460	And, in fact, from time to time, if I catch a specimen and put it in my relaxer, and it's a female,
528460	531460	sometimes they lay eggs after they're dead.
531460	536460	And the larvae that come out will eat other moths that are in the relaxer with it.
536460	542460	So it probably scavenges on various dead plant and animal material.
542460	544460	God, the amount of stuff that's in your brain, John.
544460	547460	Even though it's known as a stored product.
547460	555460	So, like, you had a big area of, like, no collecting it here?
555460	561460	That doesn't make sense to me because it's the most common moth in Davis.
561460	564460	I have 20,000 specimens plus.
564460	566460	But is that true for Cold Canyon?
566460	580460	I think it's fairly common at Cold Canyon, but it might be the most common species there of Fisotide moth there, but I don't know.
580460	583460	I'll go back through my data.
583460	596460	You know, the Cold Canyon data in general needs a more, you know, it needs to be updated the same way that I did with the Davis data.
596460	598460	I thought it was.
598460	599460	No.
599460	603460	Well, that's why we were linking the names and everything.
603460	611460	And the Davis data, all of the names are in order in the same, and they're, like, all harmonized.
611460	613460	But that's not the case.
613460	621460	We made a list of synonyms, which were mostly errors that were on the various annual spreadsheets.
621460	634460	But I did not go back and correct all the mistakes in the annual spreadsheets, nor have I done it yet on the summary data sheet.
634460	644460	But if you've made the corrections to the names, your data is probably in better shape than mine.
644460	645460	Oh, okay.
645460	647460	So yours is further along?
647460	652460	At least the names are in better shape than mine.
652460	653460	Okay.
653460	658460	I mean, I was only working on making that STEM son, a summary of what's going on there.
658460	659460	Oh, I understand.
659460	660460	Okay.
660460	663460	And I was less concerned about the annual data.
663460	664460	Got it.
664460	665460	Okay.
665460	666460	Why am I sending you a picture of chin?
666460	669460	The achromius we've discussed over and over again.
669460	682460	And the achromius ocellia and californicalis are variable in abundance.
682460	685460	This year was a big year for ocellia.
685460	694460	Last year I dissected every ocellia that I collected, every achromius that I collected, and all were ocellia.
694460	700460	This year I found one californicalis among all of those that I collected.
700460	701460	They were down.
701460	707460	And early in the year, ocellia was doing well, but later in the year it petered out.
707460	708460	Yeah.
708460	713460	This year in general, the season seemed to be early.
713460	714460	Mm-hmm.
714460	718460	Not only did things show up earlier, but they petered out earlier.
718460	719460	Mm-hmm.
719460	729460	So whether that's due to the, I think it's probably because July was so hot.
729460	732460	You know, it was record heat in July.
732460	736460	As we go through, can you tell us when you know a species is non-native?
736460	739460	Have you been telling us every time?
739460	741460	If it's an introduced species?
741460	742460	Mm-hmm.
742460	744460	Yeah, I'll mention it at the time.
744460	751460	Some of these it's not known, you know, because they've been around for so long.
751460	767460	Eudonia, Spencer Rye, it's been collected consistently, but its abundance is inconsistent from year to year.
767460	776460	And I'm not sure what this one feeds on, but it's in one of the monofascicles, so it might be reported.
776460	777460	That's so weird.
777460	780460	Is it, do you know if it's native or not?
780460	783460	It appears to be native.
783460	784460	Oh, okay.
784460	791460	And the other species, the one that's common at, um, called Canyon, Rectilinia.
791460	792460	Rectilinia.
792460	795460	I think that one feeds on oaks.
795460	799460	But I would need to verify that.
799460	802460	No, it was inexplicable.
802460	803460	Also native?
803460	805460	Or presumed native?
805460	806460	Who or what this came from.
806460	807460	I'm sorry?
807460	808460	Rectilinia?
808460	809460	Also, yeah.
809460	810460	Right, okay.
810460	812460	It seems to be only in the west.
812460	817460	So, uh, most introduced species are fairly widely distributed.
817460	818460	Right.
818460	820460	And that is not.
820460	829460	Eupathisia mendicata, um, or similar species.
829460	833460	This, the eupathisia part is truncated on mine.
833460	834460	Oh, it's cut off.
834460	835460	Oopsie.
835460	836460	What?
836460	838460	Uh, it's this, it's this genus.
838460	839460	No, it's mendicata.
839460	840460	Yeah, that's genus.
840460	841460	That's the genus.
841460	842460	Oh.
842460	843460	That's navadatta, though.
843460	844460	But it's that genus.
844460	845460	That's the genus.
845460	847460	That's navadatta, though.
847460	848460	But it's that genus.
848460	849460	So, I think it's misspelled.
849460	850460	Right.
850460	851460	I think it needs an E right here.
851460	852460	Yeah.
852460	854460	That's why this is showing up.
854460	855460	Yeah, there needs to be an E.
855460	856460	This is navadatta.
856460	857460	That's why it's on order.
857460	858460	That's why it's on order.
858460	859460	I don't know.
859460	860460	This is a picture of a baby.
860460	863460	I tell you, I'm a master of typos.
863460	866460	I mean, it might have been on our end.
866460	873460	I sent some of these to Cliff Ferris, who wrote a recent monograph on eupathisia.
873460	874460	Yeah.
874460	879460	And these are formerly in another genus, which has now been lumped with eupathisia.
879460	888460	And he disagreed that they were Mandicata, but when I dissected them, they match the genitalic
888460	893460	illustrations better than what he thought they were.
893460	898460	So, that's why, or similar species.
898460	907460	And there may be more than one species included in this.
907460	909460	I don't know what it feeds on.
909460	923460	However, Mariah Robinson reared similar moths on adenostoma, which we don't have here in Davis.
923460	927460	So, it probably feeds on adenostoma and other.
927460	930460	That's a rosaceae, I believe.
930460	932460	Is it presumed native?
932460	936460	Almost certainly, yeah.
936460	946460	And I would think probably, I can't speculate on whether it's so specific or not.
946460	955460	There's an old monograph by McDonough on eupathisia that can be downloaded off the internet.
955460	958460	And the link is on the Moth Photographers group.
958460	964460	And then a more recent one that's available that Ferris did.
964460	970460	But Ferris didn't discuss life history information the same way that McDonough did.
970460	971460	Okay.
971460	976460	Eupathisia Miserulata.
976460	981460	I don't know that I have that from Cold Canyon.
981460	982460	You don't.
982460	983460	You don't.
983460	984460	You have Miserulata.
984460	988460	I think here in Davis is probably feeding on sunflowers.
988460	989460	Oh, that M.
989460	990460	Hi.
990460	991460	Oh, I'm sorry.
