start	end	text
0	7000	Yeah, anyway, I trust you to make all the decisions as far as the modeling and so forth.
7000	9000	Awesome. Yeah, it's great to hear that.
9000	15000	I'll give you some feedback, but, you know, it's not really criticism.
15000	18000	It's just something to consider.
18000	25000	In general, I want to give you feedback if it's something that pops out like that.
25000	26000	Yeah.
26000	33000	Correct me on these other situations with the name and quotation marks,
33000	37000	it means that they used to have this terminology,
37000	47000	and certainly, in Latin, which means uncertain placement.
47000	51000	These are ones where this is where they currently reside,
51000	54000	and those are probably wrong.
54000	60000	But the correct assignment is up for grads, or there's no correct assignment.
60000	65000	Yeah, I think we're reading this one.
65000	72000	This one, Crepe on Nana, for the longest time, I couldn't put a name on it.
72000	83000	And Tim McCabe, who's with New York State Department of Agriculture, had a girlfriend who used to work in the lab that I did before.
83000	88000	But he'd come out here from time to time, and he collected at Cold Canyon once when he was out there.
88000	91000	And he sent me a list of the species that he caught.
91000	94000	And a lot of them, he used names that I wasn't using.
94000	97000	And one of them was Crepe in Nana.
97000	105000	And Ron Robertson, who was my natural specialist before him, thought it was a new species.
105000	110000	He was able to identify it on the basis of genitalia as a Crepe.
110000	118000	But it was not a species that he knew, so he thought it was a new species.
118000	129000	And what is called Crepe in Nana, in our collection, in our collection, doesn't look very much like the specimens that I get called candy.
129000	134000	And this is a fairly common lot, even though there's a lot of zero in this here.
134000	142000	But it does look like pictures of what's called Danna on a line.
142000	158000	It does resemble pictures of Nana on a line.
158000	167000	And because Tim McCain, who doesn't communicate very much, gave me that name.
167000	169000	And that's what I decided to call him.
169000	172000	So I'm pretty comfortable with that name now.
172000	177000	I know nothing about the line.
177000	178000	Crepe in Oklahoma.
178000	179000	Crepe in Oklahoma.
179000	187000	I think it's one that they didn't have pictures on a lot of photographers.
187000	190000	This is kind of a hard mock to identify.
190000	192000	And I think the name is correct.
192000	201000	This is what Ron Robertson thought it was, so I attributed it to him.
201000	217000	You know, for any species that you choose to discuss individually, I, in general, recorded who gave me the identification.
217000	223000	And that's on a label in the unitary in the synoptic collection.
223000	229000	So we can shift the blame for being somebody else who can think for that.
229000	230000	Sounds good.
230000	231000	какие25
233000	234000	Yeah.
234000	236000	Exitelia, this was recently addressed.
236000	244000	Have you decided it doesn't fit the current definition of Exitelia.
244000	254000	You know, historically there were various groups among that were divided, and further divided, and further divided.
254000	263000	There's nobody worse than taxonomists for pigeonholing things, except maybe ecologists.
263000	266000	Ecologists need to find terms all the time.
266000	267000	These are general terms.
267000	269000	And they say, well, I don't equate this.
269000	272000	I think the new term is .
272000	274000	And the same thing happens.
274000	278000	So, you know, with butterflies, it's gotten ridiculous.
278000	281000	So that now there's almost as many general species.
281000	286000	The problem is you start obscuring the relationships.
286000	290000	I don't know which general are related to the others.
290000	293000	I think we need to bring back.
293000	295000	You know, there's not enough caterpillars.
295000	300000	That's part of the problem.
300000	304000	Well, they get out of the .
304000	306000	The grandosal is a very conspicuous moth.
306000	311000	So if I collected it as correct .
311000	312000	Oh, okay.
312000	313000	Yes.
313000	315000	Very conspicuous.
315000	316000	Right.
316000	318000	You know what would be helpful?
318000	324000	And you've shown the document is using one or another checklist number.
324000	329000	Because then you could just end in the checklist number and reference it back through the species.
329000	333000	Because the names will change with the checklist number and something like it will change.
333000	334000	Right.
334000	335000	Yeah.
335000	336000	Okay.
336000	342000	I'll just say recommendation in the future if there's something like this.
342000	350000	This is a very, I think it's, the pattern is very distinct.
350000	351000	Even though it's a small moth.
351000	352000	I can't use it.
352000	357000	There may be a similar species, but I don't think it's a .
357000	360000	I'm not correct with this one.
360000	361000	I don't.
361000	365000	Olivia de Vesta.
365000	378000	Originally I had it under some other genus, the name of which escapes me at the moment.
378000	388000	And it's kind of a, I hate this here, cherries to use it all the time.
388000	389000	Nondescript.
389000	394000	If you describe something that's nondescript, that's kind of an oxymoron.
394000	395000	But this is a nondescript.
395000	398000	It's not one that pops out.
398000	407000	So it's one that's hard to sight ID identified by faces of the image.
407000	414000	Because there's nothing obviously distinctive about it.
414000	418000	So until you've collected them over and over and over again, you don't recognize it.
418000	425000	But all of these nondescript forms are ones that have a greater probability of being
425000	426000	numerologically recorded.
426000	431000	And I think that's an important point to me.
431000	436000	Orthodes, quote, no, Burka.
436000	444000	I think it was in Polian report on the genus.
444000	448000	And I don't have the concept of what that is on my head.
448000	453000	And I'm surprised at the call point that I collected it often enough to be on here.
453000	455000	If I don't know what it is.
455000	461000	And it's one that I don't recollect collecting very much.
461000	475000	I think what I should do is print out five copies of at least the five-month-old life.
475000	477000	Yeah, I don't know.
477000	480000	It's kind of.
480000	486000	But that's what I was calling nondescript.
486000	491000	You know, if I was saying, well, what do you look for to identify that?
491000	496000	And I would have to say, properly identify .
496000	499000	I mean, that's the value of the synaptic collection.
499000	501000	Because you don't have to look through everything.
501000	503000	Bill Patterson, you know, right?
503000	506000	Before we had my photographic group, we'd come in here.
506000	509000	He'd go through drill after drill after drill after drill after drill.
509000	513000	And then over and over again.
513000	515000	That's a lot of work.
515000	516000	Absolutely.
516000	517000	Yeah.
517000	520000	So that would make it hard for him to give up his collection.
520000	525000	But he's not doing too well.
525000	530000	So he has an enormous butterfly collection.
530000	535000	And that was the last part of his collection that easily changed.
535000	538000	We used to find that before figuring out.
538000	540000	Arizona.
540000	543000	Recently, I just redefined Arizona.
543000	547000	But it's always been in Arizona, but not .
547000	553000	And this is a somewhat distinctive chain lecture.
553000	566000	I don't know too much about, I don't know very much about the life history.
566000	571000	But in general, I turned it not to look up the life histories of macros.
571000	576000	It was one of the other students of macros.
576000	577000	Okay.
577000	578000	Avigrotus.
578000	579000	Avigrotus.
579000	581000	We have one, two, three that you included.
581000	584000	But there's some other species that you didn't include.
584000	585000	Avigrotus.
585000	590000	No, you included just two of them.
590000	595000	I thought I had a box full of Avigrotus unidentified.
595000	596000	And I couldn't find it.
596000	598000	Well, I was rummaging around and I found it.
598000	603000	And it turned out that there's only four remaining that I couldn't identify.
603000	604000	Okay.
604000	606000	After I had done some dissection.
606000	609000	So there's four that I would likely dissect.
609000	612000	But that probably won't change things very much for you.
612000	622000	And I thought that there were some other species that were common enough to be included using the criteria that I'm not sure.
622000	637000	Malauri is very similar to a larger species with a more southerly distribution according to the monograph that includes the genus.
637000	650000	However, a lot of Southern California laws do extend a lot farther to the north than anybody thought in the valley and in the foothills.
650000	654000	But there hasn't been a lot of collectors who have stuff.
654000	658000	And collectors go to places that are cool.
658000	659000	The flashy places.
659000	660000	Yeah.
