start	end	text
0	4180	Are you good to go?
4360	4540	Mm-hmm.
4900	8620	Okay, Nematicampa bremiata.
9200	10740	Uh-oh. Okay, we're good.
11900	17500	It's a geometrid, distinct, so all should be recorded.
21900	26940	Nemoria, there's three species listed here, and those are the green geometrids.
27080	28000	I love those ones.
30000	30500	Over there, brother.
35340	38140	Darwiniata has a similar-looking species.
38620	42660	They fly at different times of the year, called Glaucomarginaria,
42860	44440	and I've only got that a few times.
45380	46860	And Wagner likes this group.
46960	48540	He's trying to get larvae for them.
48540	55200	And he tells me that Polcorrhima, which is the third species listed here,
56360	58660	is more than one species.
60000	64000	And along the coast, you get some that aren't green.
64120	69260	They're kind of reddish, but you get both green ones mixed in with the brownish-red ones.
69260	77060	So I think he's basing that decision on having done some DNA on them, but I don't know.
77060	87820	So what I've listed here is Polcorrhima, or one species, but it might not be Polcorrhima in the future.
87820	96240	And it's the one that flies earliest in the year, so it's a winter, early spring moth.
97240	100980	So you can miss it some years if you don't have collection days.
100980	107020	It's Neo-Alsis, California area, another geometrid.
109020	112980	It has kind of square-looking...
112980	115980	Yeah, there are, but I'm not in there.
115980	125240	So it can be confused with other species, but because it flies at a different time of the year than the ones that it's similar to...
125240	128240	I believe they're all recorded correctly.
128400	129700	It's a variable moth.
130800	140360	But, you know, browns and grays and blacks, so it's not particularly memorable.
140360	142740	Yes, I would say...
142740	144920	Noctua pronuba, we've discussed.
145120	149420	It showed up in our area in 2002, so it's not here in the early years.
153420	155620	Noa minna is a noad.
160700	161980	Fairly distinct.
161980	164040	I think there's another species.
164920	168400	Well, there's meganoa, and then one other.
168400	170400	There's, there are in different genera, so.
173320	175480	I believe all are recorded correctly.
175480	180280	I don't know what the food plant is, but it's probably known if you do a search.
182760	185400	Noamania duodecim lineata.
185640	187700	Recently, generic change.
187700	194900	It's a small geometra that feeds on oaks and common in the early months of the year.
195940	198200	Sometimes, some years more common than others.
198400	203500	Noamania piercellae, same genus as the larger moth.
205360	206400	And, um...
212400	219400	Quite different from duodecim lineata in the pattern, but similar to some other species.
219400	224360	Nictiola cenariana is a...
224360	226840	I don't know what.
231000	232160	That's all I'm going to say.
232560	234280	Orgaea vitusta.
234280	245480	There were two species in the monograph, which was one of the early monographs, you know, from back in the 70s, or maybe even before that.
246280	253980	And vitusta and another species were differentiated by having bulging eyes or not having bulging eyes.
253980	258680	And now those two species have been synonymized.
258680	267880	And I think vitusta is the best name for what the very common tussock moth is in our area.
267880	269880	So, that's family Lyman treidae.
273880	276880	Orthonaema obstipata, I talked about in Davis.
280880	281880	Orthosia.
281880	283880	There's several species of orthosia.
283880	294880	Orthosia ortholitis, with an A, is the only species that flies in our area in the fall to early winter.
294880	304880	All the other ones, they may emerge in late fall to early winter, but they fly later than ortholita.
304880	314880	And I don't know, I think all of these feed on trees and shrubs, but I don't know too much about it.
