start	end	text
800	2000	Okay, starting back up.
10480	14400	On to Pigridia and Mert-Feldela.
14400	21440	This is a Blastobasin and it disappeared completely in my yard for a while and then reappeared.
21440	41120	Blastobases in general, most Blastobases seem to get into like abandoned feeding shelters of other Lepidoptera.
41120	56380	So they kind of scavenge the remains, you know, frass and just debris left behind by others.
57880	67180	And they're hard to find if you look for the larvae, but I got a number of them just by clipping branches one time
67180	71520	and bringing them into the lab, sticking it in their bag and Blastobases came out.
72340	77760	But Pigridia, Pigridiines, I think, are more prone to be specialists.
78440	83320	And this moth looks like pictures of Pigridia and Mert-Feldela.
84100	90100	And for a while, Moth Photographers Group showed its distribution to be in California,
90460	95320	then removed it, and now I think it's brought it back again.
95320	104120	So I don't know whether what I'm calling Pigridia and Mert-Feldela is that species or not.
104820	108140	So there's some doubt as to the specific identification.
108880	121500	The second thing is some of the pictures online show a form that's different than the ones that I record as Mert-Feldela.
121500	128160	And they might have been recorded in the wastebasket Blastobases.
129840	131740	So that's a problem.
131960	133760	This might not be complete.
134100	143040	If we have the all-gray form, that I wouldn't have recorded as Mert-Feldela.
143040	145180	What would you have recorded it as?
145400	146420	Do you have another one?
146640	148740	I call it Blastobases.
148740	149540	What do I call it?
150000	150480	Blastobases.
152060	153300	Unidentified Blastobases.
153820	153840	Yeah.
156200	158260	Blastobases have very fancy...
158260	161920	There is a guy who specializes them in the Smithsonian.
162140	164300	I thought about sending them specimens.
164300	167300	But then I heard that he sits on them forever.
168000	177640	At least, you know, I have the option of at least dissecting them and sorting them out by ones that have similar genitalia.
178060	181120	And I would hope to be able to associate males with females.
181520	183480	But Blastobases in general are...
183480	193720	There is a character on the antennae that can be used to separate Pigridia from the other genera of Blastobases.
194940	197640	So that might be...
197640	200620	It might not be this species, but it's definitely this genus.
200980	201220	Yeah.
201500	204400	Jerry originally told me it was Pigridia.
204860	205120	Okay.
205260	211380	But there might also be other individuals in Blastobases that are actually also this species.
211380	215080	Well, no, there may be other Pigridia that look like Mert Feldella.
215420	215780	Okay.
216560	223580	Because for some reason, they pulled the dots indicating that there were specimens.
224020	227600	It was known from California, often mouth photographers group.
227860	230480	And they may have been reinserted.
230500	231000	I don't know.
231060	232960	So can we call this Pigridia spa?
233300	236520	I call it Pigridia Mert Feldella question mark.
236520	243220	And we're using the question mark then to indicate discomfort.
245440	249880	See, it has this orange here and a fairly strong band.
250660	252820	And see, now there's no records in the West.
253060	254520	But the one we get...
254520	256520	And if you scroll down...
256520	258220	But, like, the shirts don't fit me if they're small because...
258220	258860	They don't show...
258860	259680	They don't show everything up here.
261140	262120	And I'm like, shit!
262120	262860	They don't show it anymore.
263500	266560	But the ones I get look exactly like that.
267240	267680	Aw!
268680	270000	Oh, my God, the manatees!
270360	271360	So, um...
271360	272980	The manatees are adorable.
273300	279280	It may be that this guy at the Smithsonian says, no, it doesn't occur in the West.
279280	284400	But that may be based upon he hadn't seen any specimens from the West.
284620	284900	Right.
286240	287740	I mean, you can't...
287740	290120	And people don't send them to him because he sits on them.
290660	290900	Yeah.
292280	299760	When people say this is a distribution, it's really based upon specimens I examined, reports,
299940	301180	or this, that, or the other thing.
301180	307660	And some people are very conservative and will only base it on specimens that they've examined
307660	313020	where other people base it upon multiple sources.
319020	325700	Platyedra sub-scenaria is an introduced species for sure.
325700	327700	Platyedra sub-scenaria is an introduced species for sure.
327700	327940	And it has a back print, too.
329780	333460	And it was a...
333460	337980	I don't know that we have it at Cold Kenyon.
339200	348580	It was originally intercepted at San Francisco Airport.
348580	350080	Hmm, hmm.
350080	357820	Well, it was originally identified from a specimen that was intercepted at San Francisco Airport.
358520	362840	And it turned out that Jerry had been collecting it in his backyard in Berkeley,
362980	364700	so he was going to write a paper on it.
364760	365300	Oh, yeah.
365460	366320	I think the judge will be.
366400	367080	And then...
367080	367140	Yeah.
369620	374900	He found that both I and Greg had specimens from around here,
375000	377420	and I think Bill had one from Sacramento or something.
377720	378780	So it turned out here.
378780	383040	And then when the paper went out for review, it went to CDFA.
383460	387060	And it turned out they've been getting hundreds and hundreds of them in cotton fields.
387900	390220	And it's a minor pest of cotton.
391320	394220	And I think it's imported from the Middle East.
394220	408340	I think it feeds on Malbaceae.
408780	418220	And the abundance kind of comes and goes depending on whether I have hollyhocks in my yard that year or not.
418220	422280	So this could be artificial increase.
422480	424900	I've been tended to grow hollyhocks.
425400	428340	Once you grow hollyhocks, you can't get rid of them because they...
428340	433600	So you think that they're, like, increasing in your yard, and so you're getting more and more of them.
433600	433760	Yeah.
433760	435120	So it might not be a regional trend.
435500	440680	Well, that and other people are planting hollyhocks, too, because they're pretty drought tolerant.
441020	442020	And they're showy.
442020	454360	So, you know, we're in one of those neighborhoods where the residents have adopted landscaping that the city used to do.
455480	457140	You know, they have that adopted part.
457360	460840	I mean, we're too cheap to keep your neighborhood up anymore.
460840	465040	Yeah, exactly, because a lot of those people will say, you know, pesticides, they never talk.
465040	470040	Plotinotus stoltana is another introduced pest species.
470200	473660	I think it's called the omnivorous leaf roller or something like that.
474760	477900	So very seldom at Cove Canyon.
478120	479600	This is one of those pest species.
479920	480020	Yeah.
480840	488320	And it's found throughout the year.
488320	494620	The numbers vary from year to year, but I think this is real, that the trend is it's getting increased.
494860	497160	So it's not found in the Bay Area, for example.
498120	499040	Very common here.
499040	502660	Yeah, that's what I was wondering, because, like, the only other reason that I can think of it.
502660	505960	You put that John thinks it's increasing, even though it's not showing up.
505980	507080	He's on a lot of things.
507520	508340	I'm never asleep.
508520	510220	I think that's a common name.
510280	510840	I'm not sure.
513980	517160	Clodia interpunctella is the coddling moth.
518320	522580	And I think it's probably introduced.
523840	528080	And in my yard, it could be on my pluot tree.
529220	534160	But it gets in walnut husk and things like that, too.
534540	536480	So not at all.
536480	541300	Well, I don't know that I have any records from Cove Canyon whatsoever.
