start	end	text
0	6320	would necessarily have to be included in it, but you should know about it now because
6320	13080	it's kind of the whole process.
16600	19300	So the easiest thing is collecting.
20380	25460	Then you have to do the spreading and mounting and so forth.
25460	30040	So where did the names come from?
33140	39700	Major sources run as I compare them to specimens in the museum because when I first started there was
39700	47420	very few internet resources. In fact, there may not have even been an internet when I started.
47420	59420	So, you know, like Moth Photographers Group, it's slowly built up and it's fairly reliable now, but it's not perfect nor is anything else.
59420	77420	So I compared things to things in the museum here, but also I got help of a lot of experts, some of whom were advanced amateurs and others were professional entomologists.
77420	89420	The most important was Jerry Powell for the micros and many of the macros, but nobody knows Western micros better than Jerry Powell.
89420	106420	Ron Robertson, he was a teacher and had a degree in biology from Berkeley and had worked for a long time
106420	118420	as a volunteer curator at the California Academy and he had very advanced skills working with Noctuates.
118420	143300	So he especially helped with Noctuates because after he was through working at Cal Academy, he came up here to work on our collection and our collection was in pretty good shape because at least for Noctuates, we had two people who specialized in Noctuates and donated their collection here.
143300	153300	And that was Bucket and that was Bucket and you may see their names throughout the checklist.
153300	171300	And then there was a host of other people who were less, who contributed less, but the most important ones were Ron Leuchner and he had a reputation for providing erroneous names.
171300	173300	Oh no.
173300	175300	But he would always get you closer to the right answer.
175300	178300	And even the experts make mistakes.
178300	187300	You know, I find mistakes in the names I got from Ron Robertson from what I got from Jerry Powell.
187300	196300	But it's kind of a fool's errand to think that you can put the right name on everything.
196300	197300	And for various reasons.
197300	199300	One, not everything has a name.
199300	205300	And the other thing is names change all the time as concepts change.
205300	208300	So we do the best we can.
208300	218300	And so our touchstone is going to be the checklist and modifications which showed up on Mark Photographer's Group.
218300	231300	So those are the names which we'll use and we have to say probably at the end of this year we're not going to change names after this unless it's clear that they should be changed.
231300	232300	Mm-hmm.
232300	241300	But if it's just an opinion about whether something's a species or subspecies or this, that, and other things, I think it's irrelevant.
241300	247300	Because what you want to know is whether a group of specimens are all the same thing or not.
247300	248300	Yeah.
248300	249300	Yeah.
249300	264300	So you could just call them, you know, the guy who did the recovery study of large moths in the Chico area after the big fire, the Paradise Fire of some years ago.
264300	265300	Mm-hmm.
265300	268300	He didn't, he didn't bother to identify things.
268300	269300	He just said, well.
269300	270300	Group them together.
270300	273300	These seem to be all the same species.
273300	278300	And that's what he did.
278300	290300	I didn't, he, he had a poster at the Lepidopter Society meetings when it was here in Davis in 2019.
290300	295300	And because I was busy with somebody else, I didn't get a chance to see it.
295300	300300	I talked to his major professor and said, well, I can help identify specimens for them.
300300	302300	And it went nowhere.
302300	303300	He didn't contact you?
303300	304300	Yeah.
304300	305300	Oh, that's weird.
