start	end	text
0	6280	worried about the recording not working because it's so precious it's not working it is working
6280	10780	yeah yeah we're catching all of it i'm just tell you a species b there's two
10780	18960	named species non-determinata and i can't remember the other one
18960	26040	that wagner gave me the names for and there's one of each one from cold canyon one from my
26040	32180	backyard they both look very similar and they both look like what i'm calling calyptelia species b
32180	39300	so i suggest that you include non-determinata and the one from
39300	43960	let's see i might have that and the one from
43960	54700	and the other one as species b which is probably
54700	57060	two or more species
57060	64000	negundella is the other one
64000	72360	and that's negundella is the one as a record from davis and non-determinata is a record from cold
72360	72800	canyon
72800	81180	and wagner gave me names but he gave me a name in the past that made no sense because it was a
81180	83480	moth from florida or something so
83480	90300	you know he travels all over the place and sometimes forgets where he saw things
90300	96100	it's easy to put a name on things it's hard to put the right name on things
96100	104640	okay cameraria whislosinia there may be earlier specimens of this this feeds on
104640	112040	quercus whislosinia surprise which is valley live oak
112040	118500	and i may not have recorded all the early specimens
118500	126240	and it could be more than one species because
126240	132140	many of the cameraria species are very similar to one another
132140	136040	but the one that looks like at a cold canyon is on
136040	144100	quercus lobata or whatever and that isn't in davis so i think they're probably this is
144100	152200	probably one species and probably whislosinia but i've not dissected it it's tiny moth and
152200	164960	it's a demanding dissection caragina montana i think um there's one species that kind of resembles
164960	170880	it but i think they're all the same and there's two discrete generations per year
170880	175740	so i feel pretty good about that but
175740	186960	um caragina and there's species near it proxenus and spodoptera exigua seem to fluctuate in abundance
186960	195800	considerably from year to year and so the probability of collecting them probably increases when they're
195800	203680	having a big year and that may be real calcela ifitalis
203680	206660	feeds and
206660	208800	mud
208800	211260	wasps nests
211260	212860	oh interesting
212860	217880	and one year i had leaky sprinkler system and had a lot of mud
217880	223820	and that year i got a bunch of bud wasps nests under the ease to my house and i think they
223820	227680	may get in and feed on them after their
227680	231900	i don't know whether they feed on the larvae or feed on the debris that's left behind
231900	240780	but that could account for this abundance of them was the year my sprinkler system was leaking
240780	242300	interesting
242300	252940	kyanoti's okrio strigella feeds on sorrel i think
252940	262860	mm-hmm and uh it just shows up in low numbers and some years i get it some years not
262860	271420	but i do sometimes leave my porch light on and some i think i've seen it on my porch light
271420	274140	more often than i've seen it in my backyard
274140	288220	kyanoti's paloli um fees on oaks and i may have confused it there's one record of restio from early in the year and
288220	292140	males are easy to identify they have
292140	294600	a sex
294600	295480	linked
295480	296540	character
296540	299200	that you can't miss but the females
299200	301060	are hard to differentiate
301060	302560	from another species
302560	304120	and
304120	309280	folker heinrich who collects erin davis
309280	310480	has been calling them
310480	312980	occidentalis but i think his
312980	316360	i think that's erroneous okay
316360	320320	kyanoti's trichostola
320320	323040	um
323040	329400	it seems to overwinter as adults
329400	330380	um
330380	331500	and so you
331500	335940	if i weren't wasn't collecting earlier in the year i may have missed a lot of them
335940	338220	or late in the year
338220	338840	um
338840	341860	but
341860	347940	the fresh specimens seem to come out in the middle of the year so i guess it goes into
347940	349780	reproductive diaposism
349780	350820	and
350820	359680	i think it feeds on oaks but other things again there's a monograph on kyanoti's and the food plants of many of these are known
359680	366780	it looks like it's maybe declining in stubs and increasing in davis which is the first time i've seen that
366780	377960	could be because you know the oaks got hammered by the fires in cold canyon
377960	384880	it's a dark one
384880	391600	once you learn to recognize it it's easy to recognize but
391600	395980	it's hard to learn to recognize it
395980	397900	it doesn't you know it's kind of
397900	400900	nondescript but very consistent
400900	401620	so
401620	413620	copta trichimedia striata don't know much about it um i recorded this as a
413620	417640	buccolatrix
417640	419460	um
419460	426420	at both sites for a while and then realized it wasn't a buccolatrix i was always suspicious of it because
426420	429640	it was lacking one of the characters that buccolatrix has
429640	438200	what are we talking about copta trichimedia striata or similar species
438200	442420	and i'm pretty sure it's all one species but which species i don't know
442420	444200	so you confused it with
444200	446820	i thought it was a buccolatrix species
446820	447380	okay
447380	450660	so do you think in those early years not collecting it is
450660	454020	it would have been recorded as buccolatrix species one or two
454020	460100	i'm not sure which one i think species one at one locality and species two at the other
460100	466180	but i did make an effort to change all the records on all the data
466180	469780	on all of the spreadsheets
469780	474300	custa convexus centra strigaria
474300	477580	wait oh hold on one second so you corrected
477580	482180	you corrected the data these i think are all correct and all entered
482180	487160	so you think you really didn't see it in the very early years or you think that that's
487160	488280	well i may not have seen it
488280	492920	when i turned 65 which would have been 2010
492920	498620	um i was called in for driver's license
498620	503720	so i went to the optometrist and got glasses because i knew
503720	505540	i was going to flunk the
505540	512160	and all of a sudden small moths appeared at my sheet once again
512160	516440	so i don't think that i was as good at collecting small moths
516440	520060	in those few years prior to 2010
520060	524080	okay we'll deal with these grace i think we're just going to have to have like low
524080	527800	confident species models and higher confidence that sort of thing
527800	528720	yeah okay
528720	532680	um sorry i could we just go over these three again
532680	543140	coliophora sacramenta is a white coliophora it's one of the few that's very different from the others
543140	545160	and um
545160	554320	it has a i dissected a lot of the coliophora because i had a collection
554320	561520	of illustrations of the genitalia of almost all of the name species of which there are hundreds
561520	570520	and most of them didn't match anything but this one does seem to be a good match for sacramenta
570520	573260	and it's a white one so it's very distinctive
573260	579860	so every specimen that i collected was of a white coliophora was recorded as sacramenta
579860	583760	and we talked about peritana
583760	586620	so this is you think this is a real pattern where you just haven't seen it
586620	588200	i haven't seen any in recent years
588200	592520	so it could be that whatever it was feeding on
592520	600000	removed or it could be a parasite thing
600000	604660	uh do you so do we go over this essentially
604660	606880	i think we did but not on record so maybe if we can
606880	613380	oh yeah coliophora are external leaf miners if that makes it
613380	614180	uh-huh yeah
614180	617160	they make a um shelter
617160	624420	and there's a feeding tube as a feeding tube you know like if you have closed moths in your house
624420	628100	they make that little feeding shelter that they carry around
628100	631840	well they have a mobile shelter that's made from whatever they're feeding on
631840	637860	and groups of them with similar genitalia have similar feeding shelters
637860	639560	so some are kind of pistol shaped
639560	641440	and some are short tubes
641440	642620	some are long tubes
642620	644000	some are tapering tubes
644000	644680	and so on
644680	647220	and um
647220	652140	most leaf miners crash from time to time due to parasitism
652140	657920	so i don't know whether coleophora also crashes due to parasitism
657920	661140	or not but that might explain why this has disappeared
661140	663860	and then it takes a while to build up again
663860	665680	hey no
665680	666640	i mean
666640	670580	coleophora species b is the most common one around here
670580	673140	and i've been meaning to compare this to
673140	677340	a species that was introduced for control of
677340	678760	russian thistle
678760	681100	tumbleweed
681100	684440	is that what mario started
684440	686380	because that wasn't in the
686380	689440	that wasn't in the book of genitalia
689440	689960	no maybe
689960	691520	i think it's a different thistle
691520	692120	yeah
692120	693100	but this one
693100	696500	was in enormous numbers and seems to be in decline
696500	697120	recently
697120	699700	and if it is the one on tumbleweed
699700	702400	there's not as much tumbleweed around davis anymore
702400	709460	and whether it feeds on other um plants in the same family or not i don't know but
709460	717680	this is probably most coleophora are probably host specific or
717680	721700	narrowly um
721700	723040	what do they call it
723040	723520	oligo
723520	725700	i can't remember the terminology
725700	726360	oligophagus
726360	727100	yeah
727100	728640	i think
728640	733560	oh the technical terms that i don't use anymore
733560	735200	i never know how to say them either because i read them
735200	736020	yeah
736020	740640	not only that they redefine the term all the time and i can't keep up with it
740640	744820	costa convexo sensus sagaria getting back to that
744820	750720	i probably confused it with ortho nema obstepata in the early years
750720	754920	and they're somewhat difficult to tell apart
754920	755860	um
755860	763540	there are many that are clearly one or clearly the others but others are kind of difficult to tell apart
763540	767640	but it looks like in these early years you found them really rarely
767640	769620	you think that's real
769620	774700	but again this is one that a lot of records are early and late too so
774700	775600	mm-hmm
784600	789560	john would you just would you mind um going over the clepsis peritona again just for the recording
789560	790520	clepsis peritona again
790520	791400	just for the recording
791400	791860	okay
791860	793840	clepsis peritona is
793840	795100	polyphagus
795100	798380	feeds on low growing plants
798380	807440	and in the back corner i took out the lawn in a section of my backyard
807440	811160	and for a while i was
811160	815740	growing tomatoes which never bore fruit
815740	821780	and a number of garlic which never divided into cloves and a number of other things
821780	825680	so i kind of abandoned urban farmer
825680	831680	and it's gotten weedy and it's gotten overrun by this thimbleberry
831680	836580	and so i think that's what it's feeding on my yard and maybe that's why it's become common
836580	839580	but also there's a lot of late records for it
839580	849580	like it's the most common species in my yard in late October and early November
849580	857080	i mean i've been getting them the last few nights and sometimes multiples
857080	859480	where everything else is
859480	862480	very occasionally and
862480	864480	just one or two
864480	868180	got it
868180	868580	yeah
868580	869480	thank you
869480	877480	um maybe if we get through all of the seas we could take a break because we are all the time
877480	882380	i'm willing to stay as long as you would like if you're okay staying but it's
882380	884380	i have to go do you have to go
884380	886380	um
886380	890380	we have writing group but i can skip some of it probably
890380	892380	and you can keep recording
892380	894380	after your break and
894380	900380	maybe you and john can even if it's possible find another time this week to try and keep going
900380	904380	yeah and you can use our phone to call africa if you want
904380	908280	well she's going to use her own phone so
908280	909280	um
909280	911280	yeah let's finish out the seas
911280	913280	okay i'm at city of latiferiana
913280	915280	that's the filbert moth
915280	916280	and
916280	920280	here it probably feeds mainly in acorns
920280	922280	oh cute
922280	923280	and
923280	927280	i don't seem to get as many as greg does and greg has
927280	933280	oaks in his yard and i don't so that could explain it but it shows up throughout the year
933280	935180	and
935180	938180	i don't know whether it's in decline or not but
943180	949180	all i can say is greg records it much more often in a much bigger numbers than i do so
949180	951180	i think because i don't have oaks around
951180	954080	it's in decline in both habitats
954080	956080	pardon me
956080	960080	it's in decline in uh stebs too probably the fire thing
960080	961080	oh
961080	964080	yeah could be
964080	965080	um
965080	967080	i don't know what other
967080	976980	well it's called the filbert moth so obviously it gets in other kind of nuts and kernels and so forth
976980	980980	so i don't know what the full range of its host species is
980980	984880	city of pominella is
984880	985880	the
988880	989880	codling moth
990880	991880	and i don't think
991880	993880	you know this is a pest species and
993880	995780	and
995780	999780	the numbers vary from year to year in my yard and i
999780	1001780	it's
1001780	1004780	didn't seem to be very common this year and
1004780	1005780	uh
1005780	1007780	this suggests a kind i
